priority,category,merchant,mall,city,rating,reviews,avg_price,branches,phone,website,opening_hours,lat,lng,reviews_text,price_mid_raw,price_mid,price_segment,pos_kw_count,neg_kw_count,sentiment_ratio,sentiment_label,top_pos_kw,top_neg_kw,mentions_delivery,geo_zone,bd_priority_score,tier,quadrant
Medium,Entertainment,Mp.padel,جدة بارك,Jeddah,4.7,88,,7,,,,21.6671841,39.1101037,المكان مرتب و نظيف الموقع في روشان مول موجود فيه ٤ ملاعب المضارب كويسه فيه جلسات و كوفي شوب و العاملين في المكان خدمتهم … | ممتاز وراقين في الحجز والتعامل واذا نقص لاعب الاداريين بالموقع يكملوا الفريق بس يحتاجوا يخفظوا في الاسعار كثرة الملاعب ا… | المكان جميييللللل😍😍😍 رحت مع صحباتي مكان رائع وراح اكرر الزيارة مليون مرا بالنسبة للبنات اللي يحبو الخصوصية فاللعب مافي خ…,,60.0,Mid,3,0,1.0,Positive,"رائع, ممتاز, نظيف",,False,South,59.59,Tier 2,💎 Hidden Gem
Medium,Entertainment,The Padel Place Jed,جدة بارك,Jeddah,4.3,70,,7,,,,21.6596464,39.1161693,تجربة اكتر من رائعة ❤️😍 المكااااان خاص فقط بالبنااات في تنس وفي سلة وفي مسبح لعبنا ساااعه تقريبا ب ١٨٠ ريال كنا ٤ اشخاص … | صراحة رووووعه عجبتني الخصوصية للبنات ليت فيه كذا اماكن كثيرة توفر الخصوصية شكرا لكم تجربة حلوة وخدمة روعة❤️ فيه مصلى ومو… | The center has been improved and has so many activities which is great to come with kids to play. Good efforts honestly.…,,60.0,Mid,2,0,1.0,Positive,"رائع, رائعة",,False,South,57.19,Tier 2,💎 Hidden Gem
High,Entertainment,بادل رويال,جدة بارك,Jeddah,4.8,453,,11,,,,21.7477969,39.1359017,من بعد تجربة اليوم.. الملعب هذا يعتمد بالنسبالي في ابحر….. ثلاث ملاعب مفتوحه وملعبين مكيفة وبصراحه جودة وسعر وخدمة ممتاز… | موقع مميز وخدمة رائعة والملاعب من افضلها كما تتوفر جميع الخدمات والمرافق للموقع . اتمنى من الجميع تجربة المكان | احسن ناس كور جديدة والموظفين اخلاقهم حلوه مرره,,60.0,Mid,4,0,1.0,Positive,"رائع, رائعة, ممتاز",,False,South,72.62,Tier 2,⭐ Star
Medium,Entertainment,PW Padel World | بادل وورلد,جدة بارك,Jeddah,4.9,193,,7,,,,21.7472331,39.1364855,أفضل ملعب بادل في مدينة جدة.. صراحة كانت اول زيارة لي اليوم وما بتكون الاخيرة إن شاء الله ملعب رائع والمسؤولين متعاونين … | من اجمل وافخم الملاعب في جدة ، المكان جدًا جميل و راقي والارضيات ممتازة جدًا والتعامل ايضًا من قِبل الموظفين من افضل ما … | ممتاز من كل النواحي ملاعب وكور ومضارب ومويه وكاميرات وكل شي كدا 👍,,60.0,Mid,5,0,1.0,Positive,"رائع, ممتاز, ممتازة",,False,South,61.98,Tier 2,💎 Hidden Gem
High,Entertainment,جامبولين,جدة بارك,Jeddah,4.2,1103,,25,,,,21.6155669,39.1876804,المكان يعجب أطفالي من حيث التنوع، لكن للأسف مستوى النظافة تراجع بشكل واضح جدًا في الفترة الأخيرة. يوجد بقايا أطعمة متناث… | رائع ويستاهل كل ريال ، من اجمل اماكن العاب الاطفال في جدة من حيث الاسعار ونظافة المكان والعروض الممتازة، الالعاب منوعة و… | مكان ترفيهي رائع بكل ما تحمله الكلمة من معنى؛ يجمع بين المتعة والراحة في أجواء مبهجة تناسب جميع الأعمار. التنظيم ممتاز، …,,60.0,Mid,5,0,1.0,Positive,"رائع, ممتاز, ممتازة",,False,South,73.51,Tier 2,⚠️ Risky
High,Entertainment,باونس,جدة بارك,Jeddah,4.2,2051,,12,,,,21.6181269,39.1531989,حلو نظيف السعر طبعا هذا الاهم 😁 بي ٨٥ ريال للشخص الواحد ( طفل اوكبير) للساعه الواحد !! اعتقد غالي لانه توه جديد ! الموسي… | زرت باونس مع أطفالي القسم النسائي يوم سبت فترة مابعد الظهر بعرض انترتينر تذكرة والثانية مجانًا يعني شخصين ب٩٠ريال لمدة س… | مكان جميل للعائلة،،، يحتاج ان يضيفوا خصومات وعروض بطريقة اكبر حتى يستغلوا المكان ويكون مستثمر بطريقة صحيحة.,,60.0,Mid,2,1,0.67,Mixed,"جميل, نظيف",غالي,False,South,68.51,Tier 2,⚠️ Risky
Medium,Entertainment,سكاي زون,جدة بارك,Jeddah,3.8,726,,6,,,,21.576569,39.197197,للاسف للاسف للاسف اسوء مكان للالعاب سباركيز ترامبولين الموظفين ابدا غير متعاونين لا الكاشير ولا اللي عند باب الالعاب ولا… | ممتاز ويساعد الاطفال على الحركة كان لديهم عرض دبل تكلفة الساعة 96 ريال + شراب 10 ريال | اي وحدة تبغى تحط اطفالها فالعاب وهيا مرتاحة وماتشيل همهم وتبغى تكون متطمنه عليهم لا تحطهم ف سباركيز ترامبولين لانه احتما…,,60.0,Mid,1,0,1.0,Positive,ممتاز,,False,South,57.69,Tier 2,⚠️ Risky
High,Entertainment,بووست,جدة بارك,Jeddah,4.1,3001,,5,,,,21.5844361,39.1293152,تجربة رائعة ومليئة بالحماس في ملاهي بوست بجدة! المكان منظم جدًا والألعاب متنوعة وتناسب جميع الأعمار. أحببت بشكل خاص قسم … | جيد جدا العابه متوسطة إلى مرتفعه و عنده عروض طيبه و متنوعه يوجد كشك مشروبات و و توجد مطاعم صغيرة في الدور الثاني و يوجد … | ملاهي فيها الحلو والي مو حلو …الحلو لعبة الليزر والقولف وتحت لعبة مسابقة الخيل مررره حلوه والكرسي الي تجلس عليه ويمشيك م…,,60.0,Mid,4,1,0.8,Positive,"رائع, رائعة, تجربة رائعة",صغير,False,South,62.56,Tier 2,⚠️ Risky
Low,Entertainment,ملاهي بيكو,جدة بارك,Jeddah,3.6,197,,1,055 937 0555,,"السبت: 4:00–11:30 م, الأحد: 4:00–11:30 م, الاثنين: 4:00–11:30 م, الثلاثاء: 4:00–11:30 م, الأربعاء: 4:00–11:30 م, الخميس: 4:00–11:30 م, الجمعة: 4:00–11:30 م",21.6257772,39.2127696,بصراحة المكان جميل وممتع بالنسبة للأطفال والكبار والتيم كله متعاون وذوق عالي بصراحة انصح فيه حتي أسعاره مناسبة جداااااا | ملاهي تستحق الزيارة - رحتها رغم القلق من التعليقات السابقة، لكن وبصدق واجهت عكس ما كنت أتوقع، ويبدو أن الإدارة عالجت الم… | للأسف يجبرك تشتري بطايق اقل شي ١٥٠ ريال ، وكل منطقه يقلك هذي بفلوس زيب لاين بفلوس لا ومرتين بس يعني مو يوم مفتوح ، رغم ا…,,60.0,Mid,1,0,1.0,Positive,جميل,,False,South,43.6,Tier 3,❌ Weak
High,Entertainment,باونس - الارتداد الحر,جدة بارك,Jeddah,4.1,2205,,5,,,,24.7267395,46.7801683,من افضل الاماكن للاحتفالات ومن افضل الاماكن لتسلية الاطفال بعيد عن الاجهزة ولتفريغ طاقاتهم بشكل ايجابي.. الطاقم جدا متعا… | اسعارهم غالية جدا الموية بخمسة ريال؟؟ سلامات وش الأسعار السياحية هذي والله لو اننا عند الأهرام 😂 | مكان العاب كل انواع الترامبولين … يوجد جزء صغير سوفت بلي يوجد كوفي في المكان مع حلويات .. المكان جميل ونظيف ما شاء الله …,,60.0,Mid,2,3,0.4,Mixed,"جميل, نظيف","غالي, غالية, صغير",False,East,56.01,Tier 2,⚠️ Risky
Medium,Entertainment,Jump Park,جدة بارك,Jeddah,4.5,625,,3,,,,31.9590947,35.8621967,تعامل غير لطيف مع الزبائن والأطفال .. أستغلال بأسعار العصائر وحلويات الأطفال بشكل عام .. عدم ذكر العروض للعميل اذا اكتشف… | مكان مستغل جدا بموضوع بيع جوارب اللعب بمنع دخول اهالي الاطفال على منطقة الترامبولين الا بشراء جوارب مخصصة من عندهم و بمن… | والله شكرا للمدربين على صبرهم وتحملهم وتفانيهم في عملهم.. جميل لما الشخص يعمل بشغف.. شكرا لكم الولد الحمد لله تعلم يقفز …,,60.0,Mid,1,0,1.0,Positive,جميل,,False,North,57.46,Tier 2,⭐ Star
High,Entertainment,تشيكي تشيز,جدة بارك,Jeddah,4.1,5571,20–40 SAR,2,,,,21.6244097,39.15307,مناسب جدا للاطفال وممتع للاطفال ويوجد مصلى يوجد دورات مياه نظيفه والاسعار معقوله جدا الاكل جيد لكنه ليس افضل شيء الاجواء… | شكراً جزيلاً على الحفاوة والإستقبال اقمنا حفل للمعاقين وكانو قمة في الاهتمام والتنظيم وشكر خاص للأستاذة منال ويارا والمو… | للاسف بعد ماكان احسن فرع صار اسوء فرع الادارة فيه صارت صفر كل مانجي يكون فيه صيانة في شي معين في الكهرباء والاطفال موجود…,30.0,30.0,Budget,1,0,1.0,Positive,نظيف,,False,South,63.21,Tier 2,⚠️ Risky
Medium,Entertainment,جمب اب & ترامبولين,جدة بارك,Jeddah,4.3,637,,2,3355 1225,http://www.jumpup.fun/,"السبت: 10:00 ص – 10:00 م, الأحد: 10:00 ص – 10:00 م, الاثنين: 10:00 ص – 10:00 م, الثلاثاء: 10:00 ص – 10:00 م, الأربعاء: 10:00 ص – 10:00 م, الخميس: 10:00 ص – 11:00 م, الجمعة: 10:00 ص – 11:00 م",26.1921263,50.5408702,رايح البحرين مع أطفالك احفظ هذا المكان أكبر مدينة ألعاب حركية وترامبولين داخلي بمساحة أكثر من 2200م، أمان عالي، نظافة، ت… | مكان جميل وطاقم متعاون ، اسعارهم حلوه ، يناسب الاطفال من 4 سنوات واكثر الاصغر مافيه لهم خيارات كثير .. شكرا | كلن مميز و جميل أفضل من جرافتي اللي في الخبر. عندهم لعبة سكاي رايدر كانت ممتازة للغاية. ساعة واخدة تكفي لاستمتاع الاطفال…,,60.0,Mid,4,0,1.0,Positive,"ممتاز, ممتازة, جميل",,False,North,60.34,Tier 2,⭐ Star
Low,Entertainment,وقت القفز,جدة بارك,Jeddah,3.4,61,,11,,,,21.7774097,39.20431809999999,بصراحه تعامل العمال عند الالعاب مره سئ ولايردو لمن اكلمهم اتمنى من صاحب المركز يعيد النظر معاهم واللي فوق عند الرمل اثني… | كتير عليه نجمه لا يوجد اي امان الشغاله اخدت الطفله وخرجت ولا احد قال لها اي شي | لعبو عيالي وانبسطو ماشاءالله المكان مريح والموظفين يجننون خصوصا الموظفه ليلى الله يسعدها ويوفقها جدا متعاونه وحبوبه ولطي…,,60.0,Mid,1,0,1.0,Positive,مريح,,False,South,52.06,Tier 2,❌ Weak
High,Entertainment,كبار النجوم لألعاب الڤيديو,جدة بارك,Jeddah,4.9,589,,4,,,,21.62755,39.1628715,تعامل جدا جدا راقي وخدمة وأسعار ممتازة وماشاءالله في الصيانة شغل شركات احترافي والتزام بسعر في متناول الجميع الله يوفقهم… | انصح فيه الجميع بكل امانه والموظف عبدالعزيز الله يسعده محترم وطيب وأمين الله يباركله 💚💚 | خدمة ممتازة وسريعة، والأسعار جدًا مناسبة. التعامل راقٍ ومحترم، والشفافية كانت واضحة في الشغل أنصح فيه وبكل ثقة ♡,,60.0,Mid,7,0,1.0,Positive,"ممتاز, ممتازة, سريع",,False,South,65.51,Tier 2,⭐ Star
Medium,Entertainment,العاب الواقع الافتراضي,جدة بارك,Jeddah,4.6,49,,13,,,,21.5828995,39.13931230000001,تجربة رائعة في ألعاب الواقع الافتراضي 🎮🔥 الألعاب كانت ممتعة جدًا ومتنوعه، والأجهزة حديثة وجودة التجربة عالية. أشكر الأست… | العاب جميله جدا وخصوصا الموظف تعامل واخلاق وخدمه ممتازه مع أن المكان صغير بس العاب قويه ولا احلى من كذا | صراحه متعه ب التجربه وتعيش التجربه ونشكر الموظف التعامل الطيب الأسلوب ماشاءالله تبارك الله لنا زياره ثانيا ❤️,,60.0,Mid,7,1,0.88,Positive,"رائع, رائعة, ممتاز",صغير,False,South,63.18,Tier 2,💎 Hidden Gem
High,Entertainment,EVA Jeddah - ايفا جدة الأندلس مول,جدة بارك,Jeddah,4.9,238,,13,,,,21.5059696,39.2192949,Eva VR – مركز الألعاب في الأندلس مول 🎮🕶️ أول شيء، شكراً للأخت ريماس على تعاملها الراقي والمميز 🙏 المكان في الدور الثالث … | تجربة جداً ممتعة وجديده انصح اي احد بجربها اقلها مرة وحده. وانصح تلعب لعبة الزومبي يصير تأخذ فكره وتنبسط وانته بتتعلم. و… | المكان يستاهل التجربة هو بس فيلو مشكلة ١ انه بعيد نحتاج فرع يكون فالشمال ولا التجربة اكثر من رائعة في نمطين لو كنتو من ق…,,60.0,Mid,3,1,0.75,Positive,"رائع, رائعة, يستاهل",مشكلة,False,South,70.53,Tier 2,⭐ Star
Medium,Entertainment,العالم الإفتراضي,جدة بارك,Jeddah,4.3,53,,10,,,,21.602228,39.1079626,تجربه جدا رائعه وتعامل الشباب جدا لطيف ورائع اشكرهم على الإبداع ومراعاه الزائرين 🌷 | اممم المكان يحتاح تطوير بالديكور اكثر لكن يعتبر جيد كبداية بالنسبة للاجهزة جيدة وشامل الالعاب وقت زيارتنا كان في اعطال ب… | VR Station العالم الإفتراضي، كانت تجربه أكثر من رائعه، الآن عرفت بأنها أكثر من لعبه وتأخذك لبعد آخر اكثر من ما تتخيل. أج…,,60.0,Mid,2,0,1.0,Positive,"رائع, إبداع",,False,South,60.16,Tier 2,💎 Hidden Gem
High,Entertainment,بيت العاب الشبكة,جدة بارك,Jeddah,4.7,1501,40–80 SAR,1,054 878 7675,https://www.instagram.com/stories/hng_ksa,"السبت: نعمل على مدار 24 ساعة, الأحد: نعمل على مدار 24 ساعة, الاثنين: نعمل على مدار 24 ساعة, الثلاثاء: نعمل على مدار 24 ساعة, الأربعاء: نعمل على مدار 24 ساعة, الخميس: نعمل على مدار 24 ساعة, الجمعة: 12:00–6:00 ص, 2:00 م – 12:00 ص",21.5825374,39.1292072,بيت العاب الشبكه لمحبين الالعاب و محبين الجيمز هاذا مكانكم المناسب فيه جميع الالعاب من الالف الى الياء من العاب كمبيوتر … | حابة اشكركم على حفلة أولادي الأكثر من رائعة فعلا مميزين بموظفينكم وتعاملهم الراقي واهتمامهم وجمال المكان بكل تفاصيله 👌👌 … | مكان جميل اسعارهم مناسبه والموظفين محترمين جداً,60.0,60.0,Mid,3,0,1.0,Positive,"رائع, رائعة, جميل",,False,South,67.71,Tier 2,⭐ Star
High,Entertainment,ڤي آر أرينا,جدة بارك,Jeddah,4.8,392,,8,,,,24.827158,46.7287154,15 دقيقة ب ٤٩ ريال ٢٠ دقيقة ب ٥٧ ريال ٢٥ دقيقه ٧٩ ريال لعبة حلوة الزومبي واشكر سيف على اخلاقه | والله المكان رهيبب متعة غير طبيعية شكرااا لاخوي فارس وسيف جزيل الشكر ماقصرو معانا قمة فالاحترام والذوق ولناا زيارة اخرى … | مكان جميل جدًا انصح التجربة فيه ماقصروا اخواني فارس وسيف قمة في الاحترام وسبعه نجوم لهم الله يوفقهم احرجوني ب في كرمهم,,60.0,Mid,2,0,1.0,Positive,"جميل, كرم",,False,North,68.9,Tier 2,⭐ Star
Medium,Entertainment,VR GAMERS - VR & E Sports Center,جدة بارك,Jeddah,4.5,427,,4,,,,26.288527,50.198285,المكان ممتاز مناسب للاطفال والعاملين متعاونين مره ويشرحون اي قيم تختاره والعمر المناسب للطفل قضينا وقت ممتع في المحل شكر… | تجربه ممتعة اتمنى اعيدها شي جميله تخش عالم الـ VR و احب اشكر طاقم العمل خصوصاً الموضف خالد ربيعه وشكر 🎉 | مكان ممتاز للاطفال والشباب الي فيه دايم مبتسمين ماشاءالله,,60.0,Mid,2,0,1.0,Positive,"ممتاز, جميل",,False,North,57.93,Tier 2,⭐ Star
Medium,Retail - Perfumes,نارسيس | narcisse,جدة بارك,Jeddah,4.4,54,,4,,,,21.5570254,39.1851643,تجربتي العطرية اليوم برعاية نارسيس . 🤍 دائماً الاستمتاع بالتفاصيل يسبقها احترافية شكراً للاستاذة صالحة الزهراني استقبلتن… | محل متواضع على قد حاله لمن تقراه التعليقات تنبهر اذا جيتهم المحل. تنصدم | حبيت أتكلم عن تجربتي في هذا البوتيك الرائع، الصراحة اتعاملت مع هذا البوتيك المتخصص في عطور النيش اكثر من مره وكل مره يحر…,,115.0,Premium,2,0,1.0,Positive,"رائع, احترافي",,False,South,53.77,Tier 2,💎 Hidden Gem
Low,Retail - Perfumes,عطور رسيس Rasees perfumes,جدة بارك,Jeddah,4.3,135,,1,9200 17106,http://www.rasees.net/,"السبت: 9:30 ص – 11:30 م, الأحد: 9:30 ص – 11:30 م, الاثنين: 9:30 ص – 11:30 م, الثلاثاء: 9:30 ص – 11:30 م, الأربعاء: 9:30 ص – 11:30 م, الخميس: 9:30 ص – 11:30 م, الجمعة: 3:00–11:30 م",21.5563097,39.1838661,ماشاءالله تبارك الله المكان ممتاز والاخت ريم الغامدي كانت في قمة الذوق والرقي والاحترام والشفافية بالتعامل الله يوفقها | السلام عليكم العطور طيبه لكن كذابين اشتريت بكج اللكزس وفي الاخر جاتني ساعه ما تسوا لا اير بودز ولا سماعت راس ولا ايفون ا… | شكرا من قلب من قلب ابد ماكانت الخطه أخذ من رسيس...لاكن مدام في بنات عسل ويعرفون كيف يتعاملو مع العميل اسلوب تسويق ممتاز …,,115.0,Premium,1,0,1.0,Positive,ممتاز,,False,South,51.42,Tier 2,💎 Hidden Gem
Low,Retail - Perfumes,الرصاصي للعطور | Rasasi Perfume‏,جدة بارك,Jeddah,4.0,45,,1,059 910 7849,https://store.rasasi.com.sa/ar,"السبت: 10:00 ص – 11:30 م, الأحد: 10:00 ص – 11:30 م, الاثنين: 10:00 ص – 11:30 م, الثلاثاء: 10:00 ص – 11:30 م, الأربعاء: 10:00 ص – 11:30 م, الخميس: 10:00 ص – 11:30 م, الجمعة: 4:30–11:30 م",21.556364,39.1857544,الموظفة رانيا عسسللل اخلاق وتعامل وبيع فنان طبعاً الرصاصي غني عن التعريف | اليوم رحت فرع جده بارك وخذيت مخلط عبدالعزيز وصراحة كان في موظفه جديده ومره مره تعاملها حلو وأسلوبها لطيف ربي يسعدها يارب… | راجعت الفرع يوم الخميس الساعه٣ طلبت من الموظفه عطر ابهار وهوس وبعد الحساب ووصولي للمنزل عطر هوس طلع الشكل الثاني مو نفس …,,115.0,Premium,0,0,0.5,Mixed,,,False,South,40.49,Tier 3,❌ Weak
Medium,Retail - Perfumes,FACES - Jeddah Park,جدة بارك,Jeddah,4.4,111,,2,,,,21.5563125,39.1858125,المكان موقعه ممتاز والمنتجات جودة عالية والتعامل من الموظفة خلود احترافي ومهني بشكل استثنائي فعلاً شكراً. | الأستاذة مها كانت خدمتك مثالًا رائعًا للتميز والاهتمام بالعميل، أشكرك على عنايتك بتغليف الهدية بشكل أنيق ومميز، مما أضاف… | الموظفة مريم 💞 شكراً مرره عالخدمة الجميلة والحسنه ، اخلاق وجمال ما قصرت ربي يسعدك تشرفنا وسعيدين اننا تعاملنا معاك ومو ا…,,115.0,Premium,6,0,1.0,Positive,"رائع, ممتاز, جميل",,False,South,52.73,Tier 2,💎 Hidden Gem
Low,Retail - Perfumes,Bloom,جدة بارك,Jeddah,4.3,130,,1,,,"السبت: 9:30 ص – 12:00 ص, الأحد: 9:30 ص – 12:00 ص, الاثنين: 9:30 ص – 12:00 ص, الثلاثاء: 9:30 ص – 12:00 ص, الأربعاء: 9:30 ص – 12:00 ص, الخميس: 9:30 ص – 12:00 ص, الجمعة: 2:00 م – 12:00 ص",21.5570367,39.18616129999999,العطر. جدا جميلة وتعامل الموظفه وعد جد رائع وراقي اللي في فرع جوري مول | الصراحه العطور تجنن لحقت ع العرض واحد واحد مجانا والموظفه ريوف فرع السلام مول الله يسعدها تسويقها يجنن صدق شدتتي اجرب وا… | ما كان عندي نيه اشتري اي عطر لكن اسلوب الموظفه (منى عمر -فرع هيفاء مول )ولطافتها و لباقتها بالكلام شدتني وخلتني اشتري و …,,115.0,Premium,3,0,1.0,Positive,"رائع, جميل, جميلة",,False,South,46.36,Tier 3,💎 Hidden Gem
Medium,Retail - Perfumes,جنید للعطور,جدة بارك,Jeddah,4.9,60,,3,3689 6665,https://www.junaidperfumes.com/,"السبت: 9:30 ص – 11:00 م, الأحد: 9:30 ص – 11:00 م, الاثنين: 9:30 ص – 11:00 م, الثلاثاء: 9:30 ص – 11:00 م, الأربعاء: 9:30 ص – 11:00 م, الخميس: 9:30 ص – 12:00 ص, الجمعة: 2:00 م – 12:00 ص",21.556158,39.1864664,متجر رائع.. عطور متنوعة بجودة عالية.. حقيقي تحتار إيش تاخذ .. والعودة عندهم شي تاني ورهيبة وفي عبوات منسقة وجميلة وتواجه… | أشكر البائعة روان على حسن تعاملها و عروضها على العطور الجديدة وأسلوب تسويقها جدا رائع في مول جدة بارك | اشكر الموظفة فله الطيار على تعاملها الراقي,,115.0,Premium,5,0,1.0,Positive,"رائع, جميل, جميلة",,False,South,60.3,Tier 2,💎 Hidden Gem
Medium,Retail - Perfumes,دكنه للعطور,جدة بارك,Jeddah,4.7,114,,1,059 555 4469,http://www.doknah.com.sa/,"السبت: 9:00 ص – 11:00 م, الأحد: 9:00 ص – 11:00 م, الاثنين: 9:00 ص – 11:00 م, الثلاثاء: 9:00 ص – 11:00 م, الأربعاء: 9:00 ص – 11:00 م, الخميس: 9:00 ص – 11:00 م, الجمعة: 2:00–11:00 م",21.5573855,39.1849794,احلى عرض اخذته من عندهم وعطر جميل بتوصية من الاخت منال العتيبي وماقصرت بالخصم والتوصية في اختيار العطر ماشاءالله | المكان مرتب وخيارات العطور حلوة تحتار لدرجة جربت واحترت ايش اشتري والله يسعدها الموظفة منال ماقصرت بأخلاقه الحلوة وطولة … | ربع نجمه اعطيهم مافيه اي تعاون من الموظفين موب حاطين عينات الواحد يطلب وكيف يشم الريحه مااعرف وصل العطر ريحته تصن غير ال…,,115.0,Premium,1,0,1.0,Positive,جميل,,False,South,58.13,Tier 2,💎 Hidden Gem
Medium,Retail - Perfumes,The Scent Box ذا سنت بوكس,جدة بارك,Jeddah,4.9,155,,3,,,,21.5616395,39.1595573,محل The Scent Box من الأماكن النادرة اللي تحس فيها إنك دخلت عالم ثاني من العطور. صغير بمساحته، كبير بنفاسه وذوقه. إذا كن… | متحف العطور The Scent Box،، المكان الوحيد في جدة الي يغيير مودك عبّر احساس جميل منّ مجرة العطورات ،، الموظف موهوب و ملهم… | ماشاء الله تبارك الرحمن على هذا المتجر والله تجربه استثنائية مكان رائع وجميل بكل ما تعنيه الكلمة والف شكر للأخ أسامة على…,,115.0,Premium,2,1,0.67,Mixed,"رائع, جميل",صغير,False,South,52.03,Tier 2,💎 Hidden Gem
Low,Retail - Perfumes,ايف روشيه _ جدة بارك,جدة بارك,Jeddah,4.7,38,,1,,https://www.yves-rocher.com.sa/?lang=ar,"السبت: 10:00 ص – 11:00 م, الأحد: 10:00 ص – 11:00 م, الاثنين: 10:00 ص – 11:00 م, الثلاثاء: 10:00 ص – 11:00 م, الأربعاء: 10:00 ص – 11:00 م, الخميس: 10:00 ص – 11:00 م, الجمعة: 2:00–11:00 م",21.5563088,39.183825,خذيت من العروض الموجوده وشكرا خاص للموضفه هاله الحربي على الاسلوب الجميل والتعامل شكرا لشركه اف روشيه لاختبار الموضفات | كانت تجربه ممتعه واستمتعت مع الموظفه ريم كثر الله خيرها كانت اكثر من رائعه | مكتوب مفتوح وجاي مشوار من مكان بعيد وحصلته مقفل اتمنى المصداقية في مواعيد فتح المحلات,,115.0,Premium,2,0,1.0,Positive,"رائع, جميل",,False,South,51.19,Tier 2,💎 Hidden Gem
Medium,Retail - Perfumes,قصة للعطور | Gissah Perfumes,جدة بارك,Jeddah,4.1,118,,4,,,,21.594421,39.228205,انصحكم بالبوث حق عزيز مول تعامل الخوظفة ريم جداً راقي وحلو ومتعاونة وذوق شكراً لها على ذوقها ورقيها🤍 | شكراً للموظفة روابي فرع الياسمين مول ، محترفة في التعامل و قمّة في الأخلاق . | مرحبا اشكركم ع توظيف الموظفة روابي في الياسمين مول مقابل كافيه باول كثرو من امثالها الصراحة قمة في الرقي والذوق اتحملت ا…,,115.0,Premium,0,0,0.5,Mixed,,,False,South,46.15,Tier 3,❌ Weak
Medium,Retail - Perfumes,قصة للعطور | Gissah Perfumes,جدة بارك,Jeddah,4.3,4,,4,053 554 5514,https://www.gissah.com/,"السبت: 9:00 ص – 12:00 ص, الأحد: 9:00 ص – 12:00 ص, الاثنين: 9:00 ص – 12:00 ص, الثلاثاء: 9:00 ص – 12:00 ص, الأربعاء: 9:00 ص – 12:00 ص, الخميس: 9:00 ص – 12:00 ص, الجمعة: 1:00 م – 12:00 ص",21.555922,39.185234,شكراً للموظفة ايمان على حسن التعامل و الرقي و جمال الاخلاق ♥️♥️♥️♥️ يسعدها قد ما اسعدتني ♥️♥️ | أول زيارة لي لقصة للعطور خلال الأسبوع وكانت تجربة رائعة 👌 أشكر الليدر أبرار عبدالعزيز على حسن الاستقبال وأخلاقها العالية… | العطور جودة عالية والتعامل من الموظفة ايمان احترافي ومهني بشكل استثنائي فعلاً شكراً.,,115.0,Premium,5,0,1.0,Positive,"رائع, رائعة, جودة",,False,South,53.99,Tier 2,💎 Hidden Gem
Low,Retail - Perfumes,وجوه,جدة بارك,Jeddah,4.5,68,,1,,,,21.5561719,39.1852233,دخلت المحل وصراحة كانوا ذوووق وقمة فالاخلاق والتعامل خصوووصا مريم الله يسعدها صبووووورة وبااالها طووووووويل واهم شى عرفت… | برافو 👍🏻 يستاهل 5 نجوم 🌟🌟🌟🌟🌟 عطور و ماركات أصليه 👍🏻 كل عطر أحلى من الثاني فكرة نقش الإسم على العطر رائعه 👌🏻 حرص على رضاء… | صراحة فرع فااشل وتمنيت اشتريت من سيفورا وطنشتهم ..لان دايم اشتري من فروع ثانية ويعطون هدايا زي الناس .. اما هذا الفرع نع…,,115.0,Premium,2,0,1.0,Positive,"رائع, يستاهل",,False,South,46.21,Tier 3,💎 Hidden Gem
Low,Retail - Perfumes,ديور - Christian Dior,جدة بارك,Jeddah,3.8,74,,1,,,,21.5562504,39.1850661,فرع جميل جداااااا و مريح و البنات الله يعطيهم العافيه مريحين و متعاونين جدا و معايا في كل خطوة احب اشكر أستاذة عهود الشم… | اشتريت هذا العطر من شهرين ب ١٧٠٠ ريال وبلغتهم عن طريق الواتس اب من بعدها بكم يوم انه العطر مافيه ثبات ولا فوحان من يوم م… | دائما ادخل ديور واطلع منه راضية، الا بزيارتي الخميس الماضي مااعرف مين الموظفة بس كانت صبغة غرتها غريبة.. تعاملها ردئ وتن…,,115.0,Premium,2,0,1.0,Positive,"جميل, مريح",,False,South,42.86,Tier 3,❌ Weak
Medium,Retail - Perfumes,اروماتك Aromatic,جدة بارك,Jeddah,4.5,410,,3,,,,21.5556904,39.1839042,صراحه أفضل فرع بجدة من أسلوب وتعامل واخلاق ، تعاملت مع الموظفه ساميه وكانت قمة في الادب والاخلاق و طول البال و كانت سبب … | اولا : اروماتيك هي علامة تجارية متميزه ورائدة في عالم اجهزة التعطير الذكية والعطور والزيوت العطريه وهي غنية عن التعريف و… | صراحه أفضل فرع بجدة من أسلوب وتعامل واخلاق ، تعاملت مع الموظفه ساميه وكانت قمة في الادب والاخلاق وكل مره راح اجيها اذا ا…,,115.0,Premium,2,0,1.0,Positive,"أفضل, متميز",,False,South,56.71,Tier 2,⭐ Star
