priority,category,merchant,mall,city,rating,reviews,avg_price,branches,phone,website,opening_hours,lat,lng,reviews_text,price_mid_raw,price_mid,price_segment,pos_kw_count,neg_kw_count,sentiment_ratio,sentiment_label,top_pos_kw,top_neg_kw,mentions_delivery,geo_zone,bd_priority_score,tier,quadrant
High,Desserts & Sweets,حلويات أنا المدينة فرع الحزام,Al Saha Commercial Market,Medina,4.5,1182,,27,,,,24.4399412,39.6367881,محل حلويات أنا المدينة يقدم منتجات متنوعة ذات جودة عالية ميزت المعمول طازج متعدد الأنواع والنكهات بزيت الزيتون و شوفان و… | بدأنا معهم في العوالي وكبرنا معهم ، واليوم ما شاء الله صاروا ينتشرون في أنحاء المدينة وبعدها بإذن الله في باقي المدن. مع… | مكان مميز يبيع انواع المعمول دخن وبر وعادي وسكر ويدون سكر وغيره من الاصناف الكثيره رحنا له الساعة 11:30 وماكن فيه الا مو…,,60.0,Mid,3,0,1.0,Positive,"طازج, جودة, تنوع",,False,South,75.4,Tier 1,⭐ Star
High,Desserts & Sweets,حلويات أنا المدينة فرع العوالي,Al Saha Commercial Market,Medina,4.6,4151,,26,,,,24.4546184,39.62792210000001,من الأفضل الأماكن اللي رحتها بدون اي مجاملة ذوق وطعم وشغل جدآ جميل وأخص بالذكر في حسن الاستقبال و التعامل من الأخت ( فاط… | تعامل جداً راقي يقدموا لك ضيافة منوعة مع القهوة للتجربة. تنوع جميل ومميز. تغليف البوكسات مرتب ومميز جداً. الطعم ممتاز ول… | ماشاء الله رحت لفرع باخذ لاهلي فجدة اذوقهم جمال وروعه المعمول كان مخلص اغلب الانواع وقالت لي الموظفه روحي فرع العوالي وك…,,60.0,Mid,4,0,1.0,Positive,"ممتاز, جميل, أفضل",,False,South,78.19,Tier 1,⭐ Star
Medium,Desserts & Sweets,Mabroma Sweets | حلويات مبرومة,Al Saha Commercial Market,Medina,4.4,979,,6,,,,24.492953,39.5934834,بسبوسة الحليب المحموس لذيذة😋 حلاها مضبوط وكميتها مناسبة✨ | اسوء حلويات ذقتها، والبوكس سيء جدًا تفشلت وقت التقديم وفتحته لقيت كذا قطعة ملتصقة بالجزء العلوي مسحتها من الصوص اللاصق و… | انا ابغى اعرف ايش علاقه محلكم في التطبيق السحابي ذا شيفز لاني طلبت من التطبيق ومكتوب بايدي سعوديه وجاني الطلب من محلكم ج…,,60.0,Mid,2,2,0.5,Mixed,"لذيذ, لذيذة","سيء, قديم",False,South,53.98,Tier 2,⭐ Star
High,Desserts & Sweets,مخابز وحلويات الكعكي - مخابز حمزة بادي كعكي,Al Saha Commercial Market,Medina,4.4,4166,20–40 SAR,53,,,,24.4575524,39.620767,مخابز كعكي في المدينة المنورة تُعد من أشهر المخابز وأكثرها حضورًا في حياة الأهالي والزوار، وتمتاز بتاريخها العريق وجودة … | مخابز الكعكي المعروف لا يعرف من أفضل المخابز في المدينة المنورة اللي تعمل الشوابير والشريك قراقيش · شابورة بزيت الزيتون … | المكان نظيف وفي انواع المخبوزات والكيك والشابورة روووعه شغلهم لذيذ,30.0,30.0,Budget,4,0,1.0,Positive,"لذيذ, نظيف, أفضل",,False,South,77.2,Tier 1,⭐ Star
High,Desserts & Sweets,هش حلويات ومعجنات,Al Saha Commercial Market,Medina,4.7,287,,25,,,,24.4261175,39.6001211,بصراحه اللي بزور المدينه المنوره لازم يزور هش من الطف محلات الحلويات كلمة ممتاز قليل بحقهم من استقبال الموظفات تعامل ممت… | المحل حلو واسم على مسمى كل شيء فيه هش ولطيف. الموظفة فاتن مثال يُحتذى في الأخلاق والاحترافية أسلوبها راقٍ جدًا وتعاملها … | المكان جميل والخدمة ممتازة. والمنتجات ممتازة وجودتها عالية يستحق التجربة اخذت كيك من عندهم جداً ممتاز 👌🏻 ويستاهل سعرو عق…,,60.0,Mid,6,0,1.0,Positive,"ممتاز, ممتازة, جميل",,False,South,73.82,Tier 2,💎 Hidden Gem
Low,Desserts & Sweets,تمورالروضة المباركة لبيع جميع انواع التمور والمكسرات والحلويات,Al Saha Commercial Market,Medina,4.4,19,,2,,,,24.4728205,39.6107152,روووووعه، كل ما تحتاجه من تمور و حلويات وهدايا تجدها في هذا المحل، نضيف، مرتب، جميل، هدوء، أسعار في متناول الجميع، الأخ … | لم اجد ما اريد | ماشاء الله تبارك الله أفضل التمور وافضل الأسعار مقارنة با المحلات اللي مثله التعامل ونضافة المحل جدا ممتازة,,60.0,Mid,4,0,1.0,Positive,"ممتاز, ممتازة, جميل",,False,South,44.77,Tier 3,💎 Hidden Gem
Low,Desserts & Sweets,الجودي للتمور,Al Saha Commercial Market,Medina,5.0,3,,1,056 230 8725,,"السبت: نعمل على مدار 24 ساعة, الأحد: نعمل على مدار 24 ساعة, الاثنين: نعمل على مدار 24 ساعة, الثلاثاء: نعمل على مدار 24 ساعة, الأربعاء: نعمل على مدار 24 ساعة, الخميس: نعمل على مدار 24 ساعة, الجمعة: نعمل على مدار 24 ساعة",24.4728291,39.6105888,مشاءالله متوفرة عندهم جميع انواع التمور,,60.0,Mid,0,0,0.5,Mixed,,,False,South,36.18,Tier 3,💎 Hidden Gem
Medium,Desserts & Sweets,Candy crush,Al Saha Commercial Market,Medina,4.2,23,,8,,,,24.4398635,39.6364591,افضل محل مستورد افضل الاسعار تعامل الاخت وصاحب المحل قمه في الاحترام اتمنى منتجات جلاكسي شوكلت ساده تتوفر مثل السابق | محل متنوع بالحلويات المستوردة، ويستاهل خمس نجوم بس لو يوفر كل اشكال حلاوة Daim ❤️ | محل انيق و نظيف جدا يشكر عليه صاحبه و نتمنى له التوفيق.,,60.0,Mid,3,0,1.0,Positive,"نظيف, يستاهل, تنوع",,False,South,56.02,Tier 2,❌ Weak
Low,Desserts & Sweets,كنافة وقهوة سعودية,Al Saha Commercial Market,Medina,3.6,126,,1,057 598 4576,,,24.4738526,39.611251,اخلاق الموظفات بخشومهم اكلمهم ويسفهوني ويضحكون !! والكنافه كلها مكشوفه مو مغلفينها وجا عليها ذبانه وين النظافه ! والقهوة… | جربت من عندهم نوعين بالجبن و القشطة عادي الطعم لكن مبالغ في الاسعار ثلاث حبات ١٥ ريال | كنافتهم رهيبببة جربت النابلسية لذيذة بس الأفضل المبرومة الخشنة بالقشطة خيالية 🤤 بس الموظفة اللي تبيع ياريت اسلوبها يكون …,,60.0,Mid,3,0,1.0,Positive,"لذيذ, لذيذة, أفضل",,False,South,42.99,Tier 3,❌ Weak
Low,Desserts & Sweets,Asia Cream,Al Saha Commercial Market,Medina,4.9,57,,1,056 270 7746,,"السبت: نعمل على مدار 24 ساعة, الأحد: نعمل على مدار 24 ساعة, الاثنين: نعمل على مدار 24 ساعة, الثلاثاء: نعمل على مدار 24 ساعة, الأربعاء: نعمل على مدار 24 ساعة, الخميس: نعمل على مدار 24 ساعة, الجمعة: نعمل على مدار 24 ساعة",24.4737687,39.611201,"الايسكريم لذييذ بس مدري ايش الستاندرد حقهم اول يوم لما اخذنا ""مانجو و جوز الهند"" ماحطت لنا الموظفه شي على الايسكريم و ال… | للذيذ بشكل لا يوصف صراحة يستاهلواا مرا السعر حلو البسكوت ب 7 والكمية تبرد القلب والطعم يجنن حبيت المنقا وجوز الهند مكس ي… | بنات مجتهدات ربي يرزقهم ايس كريم المانجو مع جوز الهند 💯💯 يفوزز اطلق شي بالمدينه وسعره مناسب 7 ريال ثلاث ايام بالمدينه لا…",,60.0,Mid,2,0,1.0,Positive,"لذيذ, يستاهل",,False,South,48.06,Tier 3,💎 Hidden Gem
Low,Desserts & Sweets,ANAS & RAYAN TRADING FOR DATES,Al Saha Commercial Market,Medina,5.0,2,,1,057 592 9525,https://www.facebook.com/md.raihnul?mibextid=LQQJ4d,,24.4733708,39.6105723,أفضل سعر,,60.0,Mid,1,0,1.0,Positive,أفضل,,False,South,48.16,Tier 3,💎 Hidden Gem
Medium,Desserts & Sweets,باسكن روبنز,Al Saha Commercial Market,Medina,4.0,913,40–80 SAR,2,9200 13120,http://baskinrobbinsmea.com/,"السبت: نعمل على مدار 24 ساعة, الأحد: نعمل على مدار 24 ساعة, الاثنين: نعمل على مدار 24 ساعة, الثلاثاء: نعمل على مدار 24 ساعة, الأربعاء: نعمل على مدار 24 ساعة, الخميس: نعمل على مدار 24 ساعة, الجمعة: نعمل على مدار 24 ساعة",24.4723377,39.6116862,الموظف عليه ملاحظات أول شيء لابس القفاز من زمان ويستخدم منديل ينظف فيه فمه ثم يمسك البسكوت بالقفاز نفسه🤢 وقلت له أبي ايس… | كان معايا اطفال و متحمسين للآيسكريم و العامل مقفل الباب و حاطط سماعات بإذنه و ينظف المكان و لمن ادق ع الباب يقول بعد ٣٠ … | باسكين روبين ماركة مشهورة بالمثلجات اللذيذة … هذا الفرع مفتوح ٢٤ ساعة … ربما الاثمنة مرتفعة مقارنة بالفروع الاخرى ولاكن …,60.0,60.0,Mid,2,0,1.0,Positive,"لذيذ, لذيذة",,False,South,59.74,Tier 2,⚠️ Risky
High,Desserts & Sweets,Madinah rose ice cream ایسکریم ورد المدینه,Al Saha Commercial Market,Medina,4.4,515,,15,,,,24.4735947,39.6111645,أطعم أيس كريم في المدينة بطعم ماء الورد والفانيلا 🍦🌸، العلبة بـ١٥ ريال والبسكويت بـ٢٠ ريال. و أحلى شي حركتهم العفوية يرش… | منتج مديني ١٠٠٪؜ بالورد المديني 🌸❤️ البنات لطيفات واخلاق يخلونكم ترجعون للمكان ألف مره ماعندهم الا منتج واحد وهو ايسكريم… | الايس كريم لذيذ بطعم ماء الورد. العلبة صغيره ١٥ ريال والبسكويت اعتقد ٢٠ ريال او ٢٥ ريال ماتذكر. طبعا يرشون عليكم ماء ورد…,,60.0,Mid,1,1,0.5,Mixed,لذيذ,صغير,False,South,65.89,Tier 2,💎 Hidden Gem
Medium,Desserts & Sweets,البان المدينة المنوره,Al Saha Commercial Market,Medina,4.2,98,,7,,,,29.9615043,31.0418101,جبت ايس كريم فراوله لبنتي وطلع مر جدا دخلت قلتله ممكن تدوقه قالي اه مر شويه بس مفهوش مشكله | المكان بيقدم منتجات الألبان بجوده ممتازه يعيبه أن مكان القاعده ضيق ومحدش مهتم بيه جربت من عندهم تري ليتشي لوتس كانت عظيم… | أسعار عالية جدا في الحلويات وجوده مش أحسن حاجه وخصوصا الرز بلبن منشي جدا وحاطين فيه رز مطحون كتير ونشا كتير وبالتالي جود…,,60.0,Mid,2,1,0.67,Mixed,"ممتاز, أحسن",ضيق,False,North,52.5,Tier 2,❌ Weak
Medium,Desserts & Sweets,CULHA NUTS,Al Saha Commercial Market,Medina,4.3,40,,5,,,,24.4492849,39.52512309999999,روعه ❤️❤️❤️❤️ يفوز والله مكسرات شوكولاتات وحلويات تركيه ايسكريم بنكهات مختلفه واكيع البن التركي الفاخر | بالتوفيق لكن ماتوقع فيه ارباح كافيه لكم وبمقابل الشارع محل مكسرات أيضاً،، لو تستبدل المشروع مطعم افضل لك. | ذوقت الحلقوم لذيذ لذيذ جداا الرمان ذوقت و بصراحة المحل نظيف و اللي كان موجود خدوم و محترم و له رجعه باذن الله اجرب البقل…,,60.0,Mid,2,0,1.0,Positive,"لذيذ, نظيف",,False,South,54.04,Tier 2,💎 Hidden Gem
High,Casual Dining,زيتون,مركز معين المدينة التجاري,Medina,4.8,34339,40–80 SAR,28,,,,24.4714265,39.6102625,المطعم داخل مركز طيبة التجاري في الجهة الشمالية من الحرم الاكل جيد جداً: البرياني كان لذيذ بتر شكن كان متوسط والخبز ممتا… | لا تقرب ابدا حق عمال ويفتح بعد صلاة المغرب يحبروك تاخذ سفري وتنقلع بره المطعم وهم يرصوا الطاولات ويفطروا فطور جماعي وانت… | الاستقبال كان جيد جدًا، والأسلوب العام للمكان هادئ ومريح. سرعة تلبية الطلب ممتازة، وتعامل العاملين راقٍ ومحترم. طريقة تق…,60.0,60.0,Mid,5,0,1.0,Positive,"لذيذ, ممتاز, ممتازة",,False,South,83.04,Tier 1,⭐ Star
High,Casual Dining,مطعم زيتون,مركز معين المدينة التجاري,Medina,4.9,15384,40–80 SAR,1,053 326 8888,,"السبت: 12:30 م – 12:30 ص, الأحد: 12:30 م – 12:30 ص, الاثنين: 12:30 م – 12:30 ص, الثلاثاء: 12:30 م – 12:30 ص, الأربعاء: 12:30 م – 12:30 ص, الخميس: 12:30 م – 12:30 ص, الجمعة: 12:30 م – 12:30 ص",24.4635227,39.6107251,مطعم متنوع وجيد ومن اشهر المطاعم في المنطقة المركزية للحرم ..مكان واسع رغم الزحام الشديد خدمة ممتازة وموقع جيد في مجمع ا… | دورت مطعم نظيف وطلع لي هذا وكان بعيد للأمانه الأكل لذيذ، بس الكمية جداً جداً قليلة على السعر اخذت رز برياني دجاج وايدام … | مقرف لو كان لدي اقل من نجمة لوضعته طلبت كبسة الصحن عبارة عن رز فقط بدون نكهة وفخذ دجاج صغير جدا ويوجد فيه ريش عندما اخبر…,60.0,60.0,Mid,6,1,0.86,Positive,"لذيذ, ممتاز, ممتازة",صغير,False,South,66.13,Tier 2,⭐ Star
Medium,Casual Dining,Flame 92 Restaurants,مركز معين المدينة التجاري,Medina,4.4,222,,2,,,,24.4641211,39.6103581,كان الطعام مخيبًا للآمال للغاية، واستغرق تحضيره أكثر من ٢٠ دقيقة. كان طعم دجاج الزبدة حلوًا، لكن رائحته كانت كريهة. كان … | الخدمة وجودة الطعام ممتازة للغاية. كما أن عدنان شخص مهذب ومتعاون للغاية. | لا يُنصح به للإفطار. فاتنا وقت المغرب، وكانت الخدمة سيئة للغاية، كما أن لديهم مشاكل في التواصل. كان الكراهي عاديًا كأي م…,,60.0,Mid,3,2,0.6,Mixed,"ممتاز, ممتازة, جودة","سيئة, مخيب",False,South,48.17,Tier 3,💎 Hidden Gem
Low,Casual Dining,Turon Food,مركز معين المدينة التجاري,Medina,4.6,47,,1,056 163 9071,https://taplink.cc/turonfood,"السبت: 6:00 ص – 12:00 ص, الأحد: 6:00 ص – 12:00 ص, الاثنين: 6:00 ص – 12:00 ص, الثلاثاء: 6:00 ص – 12:00 ص, الأربعاء: 6:00 ص – 12:00 ص, الخميس: 6:00 ص – 12:00 ص, الجمعة: 6:00 ص – 12:00 ص",24.4634974,39.6111544,كل التوفيق لافتتاح مطعهم الواقع فبستان الصافية الاكل كان اكثر من رائع الموظفين بشوشين وسريعي الخدمة | عادي جدا ليس مثل المدح اللي شفته الارز ماكان مستوي جيدا ومخلوط بلحم وشحم مزيت اخذته سفري تجربة لن تتكرر | تجربتي الاولى .. ويتكرر ها حتما .. كذلك رائع نظافه واضحه .. وفقهم الله وسدد خطاهم.,,60.0,Mid,2,0,1.0,Positive,"رائع, سريع",,False,South,51.21,Tier 2,💎 Hidden Gem
High,Casual Dining,بهار البحر,مركز معين المدينة التجاري,Medina,4.6,1974,,27,,,,24.4711667,39.61065749999999,المطعم جوه هادي وينفع للعوائل. اكلهم حلو ونظيف وعندهم أطباق مختلفة مثل اللحم والدجاج غير الأطباق البحرية. انصح فيه The r… | مطعم Sea Spice من أجمل التجارب اللي ممكن تعيشها! الأكل طازج ولذيذ جدًا، والمنيو متنوع بشكل يرضي كل الأذواق. الخدمة ممتاز… | مطعم جميع وأكلهم لذيذ وتعامل موضفين جدا راقي خصوصا مسؤل رنا حميد له كل شكر,,60.0,Mid,5,0,1.0,Positive,"لذيذ, ممتاز, نظيف",,False,South,76.83,Tier 1,⭐ Star
Medium,Casual Dining,Madina bites مطعم لقمة المدينة,مركز معين المدينة التجاري,Medina,4.8,685,,3,,,,24.461,39.6077053,تجربة رائعة في مطعم لقمة المدينة. الأكل الباكستاني أصيل وطعمه مميز جدًا. النظافة واضحة والخدمة سريعة وتعامل الموظفين راق… | ماتوفقنا معاه لاسف النجمة فقط للكتابة طلبنا منه برياني دجاج ياب لنا عدس وصالونه خضراء قال مافهمت عربي وشفت العامل يتكلم … | طعام جيد جداً وخاصةً جكن كراهي والبرياني حاررررررر والكابتن وليد كان مضياف جدا جداً,,60.0,Mid,5,0,1.0,Positive,"رائع, رائعة, سريع",,False,South,59.37,Tier 2,⭐ Star
High,Casual Dining,Arwa Taiba Restaurant,مركز معين المدينة التجاري,Medina,4.8,1059,,24,,,,24.4565184,39.6155742,اخواني السعوديين المطعم جيد وتعاملهم ممتاز لكن الفلفل ( مع اني قلت له بدون فلفل ) يخليك كنك طالع من تمرين ف الحذر .. ف ل… | مطعم ماكولات ومشروبات روعه الروعه وخدمه ممتازه واكلهم لذيذ جدا جدا وشكرا | ماشاءالله اكلهم لذيذ و يستاهل,,60.0,Mid,3,0,1.0,Positive,"لذيذ, ممتاز, يستاهل",,False,South,76.7,Tier 1,⭐ Star
High,Casual Dining,محمود كباب,مركز معين المدينة التجاري,Medina,4.8,3753,,14,,,,24.4637599,39.6109416,للامانة المطعم اكله رهيب جدا وخاصة الرز الاوزبكي مع الرز اعطيه 100/10 طعم رهيب واسطوري اما من ناحية المنتو بالدجاج كان س… | تقييمي لمطعم كباب محمود في المدينة المنورة بشكل عام كان جيد، وهو مطعم بطابع أوزبكي واضح، وأغلب الزبائن فيه من أوزبكستان،… | مطعم أوزبكي جميل في منطقة متحف وبستان الصافية، طلبنا الطبق الرئيسي في مطعم عبارة عن اللحم والأرز ، لذيذ جداً ، ولكنه قدّ…,,60.0,Mid,2,0,1.0,Positive,"لذيذ, جميل",,False,South,79.0,Tier 1,⭐ Star
Medium,Casual Dining,شونارغون,مركز معين المدينة التجاري,Medina,4.6,644,,1,056 048 4888,,"السبت: 5:00 ص – 12:30 ص, الأحد: 5:00 ص – 12:30 ص, الاثنين: 5:00 ص – 12:30 ص, الثلاثاء: 5:00 ص – 12:30 ص, الأربعاء: 5:00 ص – 12:30 ص, الخميس: 5:00 ص – 12:30 ص, الجمعة: 5:00 ص – 12:30 ص",24.4639711,39.610844,"في الحقيقه لم اطلب طعام، تناولت الشاي المصري من الموظف المصري المحترم / اسلام والذي بلطافته دعانا لتجربة ممتعه وتناول ال… | المطعم فخم وراقي. والاهم من هذا كله ضيافة الشيف المصري مستر أسلام واخلاقه العاليه وسرعة الخدمه 🙏 | The food was satisfactory; however, the behavior of the manager/owner was extremely concerning. He reprimanded his emplo…",,60.0,Mid,0,0,0.5,Mixed,,,False,South,48.45,Tier 3,⭐ Star
High,Casual Dining,مطعم الجمیل,مركز معين المدينة التجاري,Medina,4.8,9824,20–40 SAR,24,,,,24.4918705,39.6100572,"After a long day at Masjid-e-Nabawi, my family and I visited this restaurant following a positive review from an influen… | مطعم جميل على اسمة ونشكر الاخ جعفر لتعاونه وخدمته واخلاقه العاليه | الله يكرم نعمه طلبت ايدام مافي الا عظم و شحم في ريحه مو طبيعي ما يتكرر زياره",30.0,30.0,Budget,2,0,1.0,Positive,"جميل, كرم",,False,South,80.76,Tier 1,⭐ Star
Medium,Casual Dining,المشويات المتميزة,مركز معين المدينة التجاري,Medina,4.3,359,,4,,,,24.458797,39.6110431,"اولا اللحم سي للغايه والطعم سي وبه نكهه غير مرضيه ااضافه للسعر الغالي | جدا جدا جدا سئ اللحم والكباب وللاسف 178 ريال على الفاضي ماانصح فيه ابدا | Good food, great prices, friendly workers and quick service. بارك الله فيكم",,60.0,Mid,0,1,0.0,Negative,,غالي,False,South,49.35,Tier 3,💎 Hidden Gem
High,Casual Dining,مطعم الدار اليمني للاكلات الشعبية,مركز معين المدينة التجاري,Medina,4.7,1646,,4,,,,24.458237,39.6122213,تجربه رائعه و طعام ممتاز وعم محسن شخص مضياف وجميل جدا بارك الله فيكم جميعا انصحكم جدا بالتجربه انا جربت اللحم المقلقل وك… | بسم الله ماشاء الله طعام لذيذ وأجواء رائعه وخدمات مميزه شكر خاص من المغرب لمطعم الدار اليمني | تسلم الايادي والله طعم جيد وممتاز والملوح عندهم عشره علا عشره تسلم ايادي الخباز والعاملين اكل والله بمستوى المذاق الحلو,,60.0,Mid,4,0,1.0,Positive,"لذيذ, رائع, ممتاز",,False,South,66.62,Tier 2,⭐ Star
Medium,Casual Dining,اصحاب المدينة,مركز معين المدينة التجاري,Medina,4.3,295,,13,,,,24.4734375,39.6096875,مأكولات باكستانيه متنوعه تمت تجربه البرياني الدجاج لذيذ وطعم حراق وتذوق الدجاج المشوي ببهارات لذيذه ذات نكهه خاصه انصح ب… | الاكل جدا لذيذ، اخذنا قورما دجاج وكفت ٣ اشخاص. الدجاج مو زفر، مسبك ومبهر صح. بس تراه سبايسي. خبزهم طري مررره ويجيك صاخن.… | مطعم باكستاني به معظم الأطعمة الباكستانية الطعم جميل ولكن ملئ بالبهارات مثل معظم طعام شرق أسيا,,60.0,Mid,3,0,1.0,Positive,"لذيذ, جميل, تنوع",,False,South,66.87,Tier 2,💎 Hidden Gem
Medium,Casual Dining,TAM Cafe & Resturant تام مطعم وكافية,مركز معين المدينة التجاري,Medina,4.8,818,,1,054 333 3872,https://www.tamalliance.com/,"السبت: نعمل على مدار 24 ساعة, الأحد: نعمل على مدار 24 ساعة, الاثنين: نعمل على مدار 24 ساعة, الثلاثاء: نعمل على مدار 24 ساعة, الأربعاء: نعمل على مدار 24 ساعة, الخميس: نعمل على مدار 24 ساعة, الجمعة: نعمل على مدار 24 ساعة",24.4649034,39.608328,أعجبني الطعام والجو العام كثيراً، كان الجو دافئاً والطعام لذيذ. الخدمة سريعة ومريحة. أنصح به بشدة. الفتاة التي وجدتها اس… | السلام عليكم ورحمة الله وبركاته من رحاب مسجد رسول الله عليه وعلى آله وصحبه افضل الصلاة والسلام . بعد الانتهاء من العبادا… | جربنا برجر اللحم وبرجر كريسبي الدجاج ماشاءالله مرة طعم ومشبع والبطاطس ممتازه وعندهم عرض الوجبه برجر وعصير وبطاطس ب 24 ري…,,60.0,Mid,6,0,1.0,Positive,"لذيذ, ممتاز, سريع",,False,South,62.38,Tier 2,⭐ Star
High,Casual Dining,كابون,مركز معين المدينة التجاري,Medina,4.7,1643,,11,,,,24.4937916,39.5827853,صراحة من اجمل تجارب الفطور اللي جربتها في المدينة الاستقبال كان راقي جدا وخصوصا من الموظفة روان اللي كان تعاملها لطيف وا… | زيارتي الخامسه للفطور عندهم احبهم مره ومره المكان حنون ولطيف والستاف كلو يجنن وخدومين وبشوشين دايما ويخدموك بكل حب . غير… | مكان جميل ويفتح النفس.. إستقبال أنيق وراقي.. الطعام لذيذ ونظيف.. وأشكر الأخت الجميلة ذات البسمة الآخاذة روان إضافة رائعة…,,60.0,Mid,6,0,1.0,Positive,"لذيذ, رائع, رائعة",,False,South,74.69,Tier 2,⭐ Star
Low,Casual Dining,تشيلي هاوس وليز - فرع الحرم2,مركز معين المدينة التجاري,Medina,5.0,14,,1,059 808 2790,,"السبت: 11:30 ص – 3:30 ص, الأحد: 11:30 ص – 3:30 ص, الاثنين: 11:30 ص – 3:30 ص, الثلاثاء: 11:30 ص – 3:30 ص, الأربعاء: 11:30 ص – 3:30 ص, الخميس: 11:30 ص – 3:30 ص, الجمعة: 1:00 م – 3:30 ص",24.4656006,39.6152194,مبروك الافتتاح فرع جديد مميز بتنظاركم ❤️🤍 | شكرا موظف الكاشير محمود محترم وسريع وضبط لنا الطلب بنفس طلبنا يعطيه العافيه مرا خدمته جدا رائعه | الف مبروك الافتتاح,,60.0,Mid,2,0,1.0,Positive,"رائع, سريع",,False,South,46.09,Tier 3,💎 Hidden Gem
High,Casual Dining,مطعم ديسي هت,مركز معين المدينة التجاري,Medina,4.7,3756,,15,,,,24.4580979,39.6130426,نصيحة بلاش المطعم ده ولا يغرك التقييم المرتفع ده والله أسوء مطعم أكلت فيه و اسوء خدمة .بعده اتعلمت إني اقرأ المراجعات ال… | مطعم سيئ بداية من التقديم اللي طول فوق 35 دقيقة والمطعم فاضي ما كان فيه غيري وكان مجرد الطلب طبق واحد، وثانياً الأكل غير… | مطعم متميز وقريب من المسجد النبوي,,60.0,Mid,1,1,0.5,Mixed,متميز,قديم,False,South,71.01,Tier 2,⭐ Star
Medium,Casual Dining,مطعم المضيف,مركز معين المدينة التجاري,Medina,3.4,647,40–80 SAR,19,,,,24.4714661,39.607851,صراحه كنا متحمسين أنا و صديقتي نروحو و لكن بعد ماشفنا تعامل مسؤولين المطعم و أسلوبهم الغير مهني والغير مناسب لطبيعة العم… | المنطقة المركزية في المدينة المنورة ( بكل امانة ) ، تفتقر للمطاعم التي تؤدي ( وجبات الرز اللذيذة و النظيفة ) .. مطعم الم… | الاكل مقبول والكمية لابأس بها ولكن السيرفس سيء حتى المنيو ليس كل ما ماهو موجود بالمنيو متوفر ايضا طلبنا تندوري سمك ويابو…,60.0,60.0,Mid,4,1,0.8,Positive,"لذيذ, لذيذة, نظيف",سيء,False,South,60.8,Tier 2,⚠️ Risky
Low,Casual Dining,Alam Abad Restaurant for Catering,مركز معين المدينة التجاري,Medina,3.5,2,,1,,http://notavailable.com/,"السبت: نعمل على مدار 24 ساعة, الأحد: نعمل على مدار 24 ساعة, الاثنين: نعمل على مدار 24 ساعة, الثلاثاء: نعمل على مدار 24 ساعة, الأربعاء: نعمل على مدار 24 ساعة, الخميس: نعمل على مدار 24 ساعة, الجمعة: نعمل على مدار 24 ساعة",24.4649777,39.6120369,كانت جميع الأطعمة حارة جداً 🥵🔥 لا أستطيع أن آكلها كلها,,60.0,Mid,0,0,0.5,Mixed,,,False,South,33.16,Tier 3,❌ Weak
Medium,Casual Dining,أرابيسك,مركز معين المدينة التجاري,Medina,3.9,350,,24,,,,24.4723844,39.6116222,المكان حلو والاكلات اغلب الاصناف حلوه اصناف قليله مااعجبتني هادي ومريح بس صوت الصحون والملاعق يزعجك شوي السعر غالي شوي م… | لايحتاج تعليق او تفصيل شغل جبار ولذيذ جدا اشكر الأخ محمد عبدالجبار | افطار جميل و صباح أجمل في مكان راقي و طعام افطار بذوق سياحي مترف ( بوفيه مفتوح متنوع )🇰🇼🌹,,60.0,Mid,4,1,0.8,Positive,"لذيذ, جميل, مريح",غالي,False,South,62.18,Tier 2,❌ Weak
High,Cafes,الينا كافيه ALINA CAFE - سلطانة,مركز معين المدينة التجاري,Medina,4.3,559,,27,,,,24.4852538,39.5748987,"تقريباً سار الكافيه المفضل عندي بلس كل شي عندهم طعم حقيقي جربت كل منتج عندهم وكله حقه معاه تشيز البقلاوة رهييييب بس اغلب… | المكان جميل جدا وفيه طاقة روقان عالية الستور مليء بتشكيلة اكواب ومقات جيدة الموظفيين قمه في الاحترام القهوة لذيذة والحلى… | مكان انيق ورائع، لاتفوتكم الطلبات اللي طلبناها خصوصاً ""مقلوبة الينا"" 😋و الدبل اسبريسو بن اثيوبي عالم ثاني ☕️، شكراً جزيل…",,60.0,Mid,4,0,1.0,Positive,"لذيذ, لذيذة, رائع",,False,South,73.04,Tier 2,⭐ Star
High,Cafes,مقهى ومحمصة كِفّة - المركزية,مركز معين المدينة التجاري,Medina,4.5,1761,,9,,,,24.4739255,39.6112892,كافيه كفّة في المدينة المنورة مكان جميل وأجواؤه مريحة جداً. القهوة لذيذةو رائعة . الخدمة ممتازة وتعامل الموظفين راقٍ وبش… | كانت محمصة كفة محطة يومية لي خلال تواجدي بالمدينة المنورة، مكان ممتاز بكل المقاييس.. القهوة جودتها عالية والخدمة سريعة و… | ماشاءلله دايم زحمة مع انه فرعهم صغير في المركزية قريب الحرم النبوي لكم عندهم جلسات بسيطة داخل الكوفي و تقدر تستخدم الجلس…,,60.0,Mid,11,1,0.92,Positive,"لذيذ, لذيذة, رائع",صغير,False,South,70.31,Tier 2,⭐ Star
